231.036122449	231.036122449	0
235.69015873	235.69015873	
235.87201814099998	235.87201814099998	
236.770521542	236.770521542	
237.561451247	237.561451247	
238.19419501099998	238.19419501099998	
269.747301587	269.747301587	1
269.85505668900004	269.85505668900004	
269.955918367	269.955918367	
270.056780045	270.056780045	
270.16489795900003	270.16489795900003	
270.25414966	270.25414966	
270.34340136099996	270.34340136099996	
270.429024943	270.429024943	
270.574875283	270.574875283	
270.688979592	270.688979592	
270.798367347	270.798367347	
270.899591837	270.899591837	
271.005714286	271.005714286	
271.115102041	271.115102041	
271.216326531	271.216326531	
271.312653061	271.312653061	
271.40244898	271.40244898	
271.502040816	271.502040816	
271.60326530599997	271.60326530599997	
271.702857143	271.702857143	
271.808979592	271.808979592	
271.908571429	271.908571429	
271.998367347	271.998367347	
272.096326531	272.096326531	
272.192653061	272.192653061	
272.292244898	272.292244898	
272.38204081599997	272.38204081599997	
272.476734694	272.476734694	
272.577959184	272.577959184	
272.672653061	272.672653061	
272.775510204	272.775510204	
272.881632653	272.881632653	
272.97795918400004	272.97795918400004	
273.080816327	273.080816327	
273.17551020400003	273.17551020400003	
273.278367347	273.278367347	
273.38122449	273.38122449	
273.487346939	273.487346939	
273.593469388	273.593469388	
273.689795918	273.689795918	
273.800816327	273.800816327	
273.908571429	273.908571429	
274.011428571	274.011428571	
274.114285714	274.114285714	
274.213877551	274.213877551	
274.316734694	274.316734694	
274.408163265	274.408163265	
274.50122449	274.50122449	
274.582857143	274.582857143	
274.70693877599996	274.70693877599996	
274.804897959	274.804897959	
274.90122449	274.90122449	
274.995918367	274.995918367	
275.102040816	275.102040816	
275.2	275.2	
275.30122449	275.30122449	
275.39428571400003	275.39428571400003	
275.49224489799997	275.49224489799997	
275.583673469	275.583673469	
275.683265306	275.683265306	
275.791020408	275.791020408	
275.879183673	275.879183673	
275.970612245	275.970612245	
276.06857142900003	276.06857142900003	
276.16163265299997	276.16163265299997	
276.25632653099996	276.25632653099996	
276.352653061	276.352653061	
276.448979592	276.448979592	
276.545306122	276.545306122	
276.64	276.64	
276.736326531	276.736326531	
276.827755102	276.827755102	
276.927346939	276.927346939	
277.015510204	277.015510204	
277.108571429	277.108571429	
277.201632653	277.201632653	
277.294693878	277.294693878	
277.379591837	277.379591837	
277.47918367299997	277.47918367299997	
277.577142857	277.577142857	
277.668571429	277.668571429	
277.763265306	277.763265306	
277.859591837	277.859591837	
277.955918367	277.955918367	
278.03918367299997	278.03918367299997	
278.140408163	278.140408163	
278.243265306	278.243265306	
278.337959184	278.337959184	
278.427755102	278.427755102	
278.51755102	278.51755102	
278.61714285700003	278.61714285700003	
278.700408163	278.700408163	
278.8	278.8	
278.883265306	278.883265306	
278.974693878	278.974693878	
279.06775510200004	279.06775510200004	
279.159183673	279.159183673	
279.247346939	279.247346939	
279.33877551	279.33877551	
279.428571429	279.428571429	
