33.670340136	33.670340136	n1
33.754217687	33.754217687	
33.836394558	33.836394558	
33.91952381	33.91952381	
33.999455782	33.999455782	
34.081496599	34.081496599	
34.164081633	34.164081633	
34.245102040999996	34.245102040999996	
34.326530612	34.326530612	
34.407959184	34.407959184	
34.49	34.49	
34.567755102	34.567755102	
34.644693878000005	34.644693878000005	
34.720204081999995	34.720204081999995	
35.488979592	35.488979592	n2
35.570816326999996	35.570816326999996	
35.64877551	35.64877551	
35.725714286	35.725714286	
35.799795918	35.799795918	
35.875714286	35.875714286	
35.950204082	35.950204082	
36.026326531	36.026326531	
36.101428571	36.101428571	
36.178163265	36.178163265	
36.252244898	36.252244898	
36.32877551	36.32877551	
36.404897959	36.404897959	
36.480612245	36.480612245	
36.557959184	36.557959184	
58.551247166	58.551247166	n3
58.63537415	58.63537415	
58.719047618999994	58.719047618999994	
58.803945578000004	58.803945578000004	
58.88952381	58.88952381	
58.972380951999995	58.972380951999995	
59.054421768999994	59.054421768999994	
59.134693878	59.134693878	
59.21850340100001	59.21850340100001	
59.299455781999995	59.299455781999995	
59.381768707	59.381768707	
59.465714286	59.465714286	
59.54829932	59.54829932	
59.62952381	59.62952381	
59.710612245	59.710612245	
59.791020408	59.791020408	
59.871564626	59.871564626	
59.94952381	59.94952381	
60.028571428999996	60.028571428999996	
60.105714286	60.105714286	
60.185306122	60.185306122	
60.265442177	60.265442177	
60.347755102	60.347755102	
60.426394558	60.426394558	
60.50462585	60.50462585	
60.583673469	60.583673469	
60.663129252	60.663129252	
60.739455782	60.739455782	
60.816734694	60.816734694	
60.893469388	60.893469388	
60.97074829899999	60.97074829899999	
61.051292517	61.051292517	
61.12952381	61.12952381	
61.205306121999996	61.205306121999996	
61.280680272	61.280680272	
61.358367347	61.358367347	
61.433877551	61.433877551	
61.51047619	61.51047619	
61.588979592	61.588979592	
61.664489796000005	61.664489796000005	
61.737414966	61.737414966	
61.810612245	61.810612245	
61.891836735	61.891836735	
61.971292516999995	61.971292516999995	
62.049115646000004	62.049115646000004	
62.126530611999996	62.126530611999996	
62.203129252	62.203129252	
62.281632653	62.281632653	
62.356734694	62.356734694	
101.38825396799999	101.38825396799999	n4
101.476462585	101.476462585	
101.56269841299999	101.56269841299999	
101.649659864	101.649659864	
101.731836735	101.731836735	
101.81605442200001	101.81605442200001	
102.339569161	102.339569161	n5n
102.425396825	102.425396825	
102.50589569200001	102.50589569200001	
102.588548753	102.588548753	
102.669387755	102.669387755	
102.750566893	102.750566893	
102.83197278899999	102.83197278899999	
206.124444444	206.124444444	g1
206.216349206	206.216349206	
206.302222222	206.302222222	
206.394603175	206.394603175	
206.48317460299998	206.48317460299998	
206.572857143	206.572857143	
206.66904761900003	206.66904761900003	
206.771587302	206.771587302	
206.87031746	206.87031746	
206.96984127	206.96984127	
207.07317460299998	207.07317460299998	
207.168095238	207.168095238	
207.262857143	207.262857143	
207.354285714	207.354285714	
207.64873015900002	207.64873015900002	g2
207.745873016	207.745873016	
207.835873016	207.835873016	
207.93015873	207.93015873	
208.01904761900002	208.01904761900002	
208.108095238	208.108095238	
208.198412698	208.198412698	
208.28968254	208.28968254	
208.37952381	208.37952381	
208.47158730200002	208.47158730200002	
208.557301587	208.557301587	
208.643174603	208.643174603	
208.731587302	208.731587302	
208.823650794	208.823650794	
208.912857143	208.912857143	
209.00015873	209.00015873	
209.09079365099998	209.09079365099998	
209.17444444400002	209.17444444400002	
209.26	209.26	
209.34984127	209.34984127	
209.441746032	209.441746032	
209.53	209.53	
209.612380952	209.612380952	
209.885396825	209.885396825	g3
209.97428571400002	209.97428571400002	
210.063333333	210.063333333	
210.15047619	210.15047619	
210.238412698	210.238412698	
210.328730159	210.328730159	
210.417301587	210.417301587	
210.501904762	210.501904762	
210.58603174599997	210.58603174599997	
210.66936507900002	210.66936507900002	
210.75253968299998	210.75253968299998	
210.838571429	210.838571429	
210.92	210.92	
211.001746032	211.001746032	
211.084761905	211.084761905	
211.16666666700002	211.16666666700002	
211.24952381	211.24952381	
211.332063492	211.332063492	
229.031428571	229.031428571	g4
229.118412698	229.118412698	
229.2	229.2	
229.28253968299998	229.28253968299998	
229.365238095	229.365238095	
229.44984127	229.44984127	
229.53079365099998	229.53079365099998	
229.617777778	229.617777778	
230.448412698	230.448412698	g5
230.53158730200002	230.53158730200002	
230.61365079400002	230.61365079400002	
230.695714286	230.695714286	
230.775873016	230.775873016	
230.855396825	230.855396825	
230.936349206	230.936349206	
231.874603175	231.874603175	g6
231.956666667	231.956666667	
232.035238095	232.035238095	
232.113492063	232.113492063	
232.19126984099998	232.19126984099998	
232.267619048	232.267619048	
232.354126984	232.354126984	
233.22984127	233.22984127	g7
233.309365079	233.309365079	
233.387619048	233.387619048	
233.46428571400003	233.46428571400003	
233.540634921	233.540634921	
233.618888889	233.618888889	
234.6	234.6	g8
234.681587302	234.681587302	
234.76015873	234.76015873	
234.83968254	234.83968254	
234.917777778	234.917777778	
235.004126984	235.004126984	
235.84349206299999	235.84349206299999	g9
235.922063492	235.922063492	
235.99841269799998	235.99841269799998	
236.07634920599997	236.07634920599997	
236.15111111099998	236.15111111099998	
236.24015873	236.24015873	
237.108412698	237.108412698	g10
237.187619048	237.187619048	
237.264285714	237.264285714	
237.33968254	237.33968254	
237.416507937	237.416507937	
237.502222222	237.502222222	
